data name,rate,origin shape,origin range,filtered shape,filtered range,expr min,expr max,end idx
pSS-1_matrix.h5,0.9966,"(8997, 13820)",5838.0,"(8966, 13820)",5838.0,201,2490,956450
HC-2_matrix.h5,0.9722,"(6119, 13948)",4993.0,"(5949, 13948)",4993.0,208,2833,962399
pSS-5_matrix.h5,0.9639,"(7429, 13895)",3521.0,"(7161, 13895)",3521.0,202,2830,969560
HC-1_matrix.h5,0.9866,"(4704, 13547)",1379.0,"(4641, 13547)",1379.0,208,2635,974201
sample1_matrix.h5,0.1422,"(1435, 16366)",3206.0,"(204, 16366)",1199.0,212,8068,974405
sample3_matrix.h5,0.1327,"(1666, 16385)",7246.0,"(221, 16385)",3775.0,237,8019,974626
sample4_matrix.h5,0.0607,"(1120, 15878)",3909.0,"(68, 15878)",3277.0,211,6814,974694
Vedolizumab_minus_matrix.h5,0.9609,"(6778, 13456)",1012.0,"(6513, 13456)",861.0,492,3919,981207
Vedolizumab_plus_matrix.h5,0.9459,"(9165, 13768)",1129.0,"(8669, 13768)",844.0,483,3878,989876
R05_matrix.h5,0.1385,"(4651, 20423)",8426.0,"(644, 20423)",7113.0,200,10259,990520
R02_matrix.h5,0.298,"(6947, 21088)",8068.0,"(2070, 21088)",6969.0,205,10131,992590
C01_matrix.h5,0.2235,"(4858, 21163)",9758.0,"(1086, 21163)",9758.0,203,11289,993676
R12_matrix.h5,0.297,"(7935, 21038)",12691.0,"(2357, 21038)",1437.0,201,10040,996033
R10_matrix.h5,0.6558,"(6366, 21070)",8446.0,"(4175, 21070)",2832.0,200,7425,1000208
C02_matrix.h5,0.4086,"(5457, 22727)",6362.0,"(2230, 22727)",1859.0,207,15768,1002438
R08_matrix.h5,0.2208,"(9203, 21496)",28165.0,"(2032, 21496)",12123.0,200,8352,1004470
R04_matrix.h5,0.2175,"(8629, 21551)",14203.0,"(1877, 21551)",2331.0,200,9920,1006347
R03_matrix.h5,0.8397,"(4765, 20622)",4515.0,"(4001, 20622)",1793.0,263,7679,1010348
R09_matrix.h5,0.1585,"(6992, 20547)",8506.0,"(1108, 20547)",1450.0,255,9476,1011456
R01_matrix.h5,0.1746,"(3763, 21057)",19385.0,"(657, 21057)",10016.0,200,10763,1012113
R07_matrix.h5,0.2849,"(4910, 20647)",12459.0,"(1399, 20647)",3059.0,200,9112,1013512
R06_matrix.h5,0.1562,"(6498, 21320)",9369.0,"(1015, 21320)",3500.0,206,9077,1014527
R11_matrix.h5,0.3033,"(3825, 21063)",18888.0,"(1160, 21063)",2450.0,219,10731,1015687
cc05p_matrix.h5,1.0,"(1685, 15334)",5829.0,"(1685, 15334)",5829.0,207,1802,1017372
ND15989_matrix.h5,0.8935,"(2122, 14826)",4218.0,"(1896, 14826)",4188.0,585,3504,1019268
ND15656_matrix.h5,0.48,"(3306, 16498)",21182.0,"(1587, 16498)",17784.0,582,4532,1020855
KKD022N_matrix.h5,0.8581,"(571, 14732)",7428.0,"(490, 14732)",5969.0,203,3470,1021345
dd49p_matrix.h5,0.5716,"(1062, 16253)",8836.0,"(607, 16253)",7798.0,220,3950,1021952
h18_matrix.h5,0.6993,"(685, 14958)",7890.0,"(479, 14958)",7890.0,200,5220,1022431
cc01p_matrix.h5,0.778,"(1243, 15243)",4853.0,"(967, 15243)",4853.0,203,3275,1023398
CF301018_matrix.h5,0.6438,"(713, 14484)",15204.0,"(459, 14484)",15204.0,736,5264,1023857
ND17494_matrix.h5,0.6619,"(556, 15860)",22199.0,"(368, 15860)",22199.0,203,4369,1024225
cc02p_matrix.h5,0.5073,"(546, 16020)",7227.0,"(277, 16020)",6502.0,201,5810,1024502
KKD020N_matrix.h5,0.2695,"(501, 15346)",2763.0,"(135, 15346)",2763.0,297,6277,1024637
KKD024N_matrix.h5,0.525,"(80, 13193)",3092.0,"(42, 13193)",3092.0,532,6651,1024679
KKD019N_matrix.h5,0.4145,"(719, 15859)",6446.0,"(298, 15859)",1275.0,290,4756,1024977
KKCFFT32N_matrix.h5,0.7178,"(450, 15346)",7708.0,"(323, 15346)",7708.0,230,3666,1025300
ND16737_matrix.h5,0.4512,"(297, 14326)",12612.0,"(134, 14326)",1898.0,1326,5659,1025434
dd09p_matrix.h5,0.8273,"(1592, 14811)",2839.0,"(1317, 14811)",2839.0,206,3370,1026751
dd10p_matrix.h5,0.5272,"(2132, 15903)",6117.0,"(1124, 15903)",5697.0,201,4589,1027875
cc04p_matrix.h5,0.4929,"(1120, 15734)",3956.0,"(552, 15734)",3956.0,244,4620,1028427
dd39p_matrix.h5,0.2167,"(969, 16053)",6301.0,"(210, 16053)",3202.0,201,6339,1028637
KKD023N_matrix.h5,0.5439,"(57, 12916)",3526.0,"(31, 12916)",1286.0,324,5135,1028668
cf019_matrix.h5,0.8979,"(1058, 14400)",8559.0,"(950, 14400)",8559.0,201,3430,1029618
C0027_matrix.h5,0.7282,"(8478, 20957)",7340.0,"(6174, 20957)",1309.0,202,10062,1035792
A0029_matrix.h5,0.9057,"(2014, 18258)",3609.0,"(1824, 18258)",2283.0,200,5903,1037616
C0026_matrix.h5,0.9909,"(3744, 18285)",1885.0,"(3710, 18285)",1885.0,204,4169,1041326
C0024_matrix.h5,0.6846,"(7664, 20423)",4992.0,"(5247, 20423)",2042.0,200,6761,1046573
C0021_matrix.h5,0.4205,"(7108, 20958)",9140.0,"(2989, 20958)",1817.0,201,8032,1049562
A0019_matrix.h5,0.7698,"(4327, 19746)",2839.0,"(3331, 19746)",1816.0,200,5777,1052893
A0028_matrix.h5,0.7228,"(4095, 19658)",2778.0,"(2960, 19658)",1818.0,204,5579,1055853
C0023_matrix.h5,0.8504,"(7311, 19982)",4112.0,"(6217, 19982)",2060.0,200,10686,1062070
C0013_matrix.h5,0.9923,"(3894, 18202)",1574.0,"(3864, 18202)",1428.0,206,4038,1065934
C0019_matrix.h5,0.9431,"(11832, 20553)",3304.0,"(11159, 20553)",1959.0,202,5426,1077093
C0025_matrix.h5,0.2355,"(6305, 21153)",6428.0,"(1485, 21153)",1733.0,200,7142,1078578
A0021_matrix.h5,0.9843,"(7239, 19052)",2584.0,"(7125, 19052)",2561.0,200,6411,1085703
A0027_matrix.h5,0.7106,"(5298, 20212)",3068.0,"(3765, 20212)",1199.0,200,7216,1089468
C0022_matrix.h5,0.7429,"(9060, 20586)",3338.0,"(6731, 20586)",1234.0,203,8449,1096199
A0030_matrix.h5,0.8107,"(9086, 20638)",3193.0,"(7366, 20638)",1748.0,202,8077,1103565
A0033_matrix.h5,0.8598,"(3802, 19209)",2650.0,"(3269, 19209)",1404.0,200,6551,1106834
A0011_matrix.h5,0.7933,"(5589, 20227)",4910.0,"(4434, 20227)",1653.0,200,7404,1111268
C0014_matrix.h5,0.7315,"(5792, 20014)",5572.0,"(4237, 20014)",1834.0,202,7363,1115505
A0031_matrix.h5,0.8174,"(7091, 20496)",3353.0,"(5796, 20496)",1829.0,231,8260,1121301
A0024_matrix.h5,0.6791,"(8379, 20656)",12652.0,"(5690, 20656)",1896.0,208,10407,1126991
HGR0000091_T0_matrix.h5,0.9626,"(1764, 13956)",5804.0,"(1698, 13956)",5804.0,206,3449,1128689
HGR0000051_T2_matrix.h5,0.9523,"(6059, 15562)",4903.0,"(5770, 15562)",4903.0,200,3548,1134459
HGR0000144_T0_matrix.h5,0.9559,"(5288, 15348)",6683.0,"(5055, 15348)",6683.0,201,3582,1139514
HGR0000079_T1_matrix.h5,0.9623,"(955, 13154)",4041.0,"(919, 13154)",4041.0,218,3111,1140433
HGR0000083_T0_matrix.h5,0.9679,"(2240, 14167)",6209.0,"(2168, 14167)",6209.0,211,3241,1142601
HGR0000069_T0_matrix.h5,0.9857,"(6907, 15458)",4568.0,"(6808, 15458)",4568.0,200,3826,1149409
HGR0000101_T0_matrix.h5,0.949,"(2903, 15067)",5884.0,"(2755, 15067)",5884.0,200,3673,1152164
SHD7_HC_matrix.h5,0.9339,"(9502, 15926)",3664.0,"(8874, 15926)",3664.0,203,3797,1161038
HGR0000042_T0_matrix.h5,0.9468,"(4551, 15368)",7019.0,"(4309, 15368)",7019.0,202,3628,1165347
SHD1_HC_matrix.h5,0.9538,"(9623, 15866)",7270.0,"(9178, 15866)",7270.0,200,3615,1174525
HGR0000418_T1_matrix.h5,0.9733,"(8473, 15666)",7149.0,"(8247, 15666)",7149.0,201,3397,1182772
AA220014_HC_matrix.h5,0.8953,"(2665, 14703)",3717.0,"(2386, 14703)",3717.0,200,3419,1185158
HGR0000074_T0_matrix.h5,0.9688,"(1796, 13889)",4222.0,"(1740, 13889)",4222.0,207,3155,1186898
HGR0000392_T0_matrix.h5,0.9478,"(8061, 15752)",4143.0,"(7640, 15752)",4143.0,200,3859,1194538
HGR0000134_T1_matrix.h5,0.9311,"(9372, 15825)",5468.0,"(8726, 15825)",5468.0,200,3652,1203264
HGR0000134_T0_matrix.h5,0.9197,"(8209, 15760)",6793.0,"(7550, 15760)",6793.0,200,3666,1210814
HGR0000102_T0_matrix.h5,0.9182,"(7554, 15800)",7324.0,"(6936, 15800)",7324.0,200,3715,1217750
HGR0000102_T1_matrix.h5,0.9117,"(9291, 15936)",6261.0,"(8471, 15936)",5054.0,201,3538,1226221
HGR0000079_T0_matrix.h5,0.9281,"(1405, 13879)",4915.0,"(1304, 13879)",4915.0,220,3432,1227525
SHD3_HC_matrix.h5,0.9199,"(9439, 16037)",6505.0,"(8683, 16037)",6505.0,202,3581,1236208
SHD6_HC_matrix.h5,0.9234,"(9127, 16153)",5367.0,"(8428, 16153)",5367.0,201,3814,1244636
HGR0000141_T0_matrix.h5,0.9723,"(1807, 13805)",5773.0,"(1757, 13805)",5773.0,200,3045,1246393
HGR0000135_T1_matrix.h5,0.911,"(7509, 15676)",8267.0,"(6841, 15676)",8267.0,200,3465,1253234
AA220907_HC_matrix.h5,0.9516,"(1820, 14343)",8475.0,"(1732, 14343)",8475.0,216,3811,1254966
SHD5_HC_matrix.h5,0.9147,"(11961, 16360)",5606.0,"(10941, 16360)",5606.0,207,3685,1265907
SHD4_HC_matrix.h5,0.9413,"(10176, 15994)",6574.0,"(9579, 15994)",6574.0,201,3427,1275486
HGR0000143_T0_matrix.h5,0.9768,"(1635, 14040)",7442.0,"(1597, 14040)",7442.0,200,3169,1277083
HGR0000115_T1_matrix.h5,0.9757,"(8136, 15637)",6011.0,"(7938, 15637)",6011.0,200,3389,1285021
HGR0000051_T0_matrix.h5,0.9118,"(4378, 15440)",4500.0,"(3992, 15440)",4500.0,200,3740,1289013
HGR0000094_T1_matrix.h5,0.9608,"(2553, 14645)",5339.0,"(2453, 14645)",5339.0,200,3517,1291466
HGR0000071_T0_matrix.h5,0.9669,"(2510, 14518)",5626.0,"(2427, 14518)",5626.0,204,3541,1293893
HGR0000429_T1_matrix.h5,0.9305,"(10783, 16025)",5435.0,"(10034, 16025)",5435.0,201,3629,1303927
HGR0000078_T1_matrix.h5,0.9618,"(1125, 13665)",3847.0,"(1082, 13665)",3847.0,205,3414,1305009
HGR0000430_T1_matrix.h5,0.9274,"(5262, 15138)",6560.0,"(4880, 15138)",6560.0,200,3732,1309889
HGR0000093_T0_matrix.h5,0.9498,"(1773, 14198)",4442.0,"(1684, 14198)",4442.0,203,3801,1311573
AA220534_HC_matrix.h5,0.9455,"(2000, 14435)",4004.0,"(1891, 14435)",4004.0,221,3331,1313464
HGR0000135_T0_matrix.h5,0.9615,"(8841, 15784)",7693.0,"(8501, 15784)",7693.0,200,3715,1321965
HDVO_HC_matrix.h5,0.9619,"(10565, 16025)",5675.0,"(10163, 16025)",5675.0,200,3751,1332128
HGR0000101_T3_matrix.h5,0.9465,"(6075, 15462)",5143.0,"(5750, 15462)",5143.0,200,3569,1337878
HGR0000083_T1_matrix.h5,0.9054,"(1680, 14018)",3806.0,"(1521, 14018)",3806.0,222,3529,1339399
HGR0000101_T1_matrix.h5,0.9418,"(7869, 15810)",7138.0,"(7411, 15810)",7138.0,200,3711,1346810
HGR0000093_T1_matrix.h5,0.9725,"(981, 13322)",3832.0,"(954, 13322)",3832.0,201,3363,1347764
HGR0000051_T1_matrix.h5,0.943,"(6771, 15640)",8464.0,"(6385, 15640)",8464.0,200,3430,1354149
HGR0000136_T0_matrix.h5,0.9622,"(1956, 14219)",4655.0,"(1882, 14219)",4655.0,210,3330,1356031
HGR0000098_T0_matrix.h5,0.9467,"(2551, 14503)",3998.0,"(2415, 14503)",3998.0,201,3267,1358446
HGR0000124_T0_matrix.h5,0.9479,"(14050, 16325)",5794.0,"(13318, 16325)",5794.0,200,3468,1371764
HGR0000092_T0_matrix.h5,0.9594,"(7743, 15648)",4696.0,"(7429, 15648)",4696.0,200,3668,1379193
IM000040_HC_matrix.h5,0.9192,"(2352, 14623)",5516.0,"(2162, 14623)",5516.0,206,3594,1381355
HGR0000051_T3_matrix.h5,0.9682,"(7397, 15499)",6102.0,"(7162, 15499)",6102.0,201,3513,1388517
SHD2_HC_matrix.h5,0.9343,"(8601, 15921)",5162.0,"(8036, 15921)",5162.0,202,3547,1396553
HGR0000429_T2_matrix.h5,0.9303,"(8030, 15724)",5068.0,"(7470, 15724)",5068.0,200,3375,1404023
HGR0000089_T1_matrix.h5,0.9689,"(2476, 13901)",4617.0,"(2399, 13901)",4617.0,202,3063,1406422
HGR0000144_T2_matrix.h5,0.9839,"(8949, 15690)",6080.0,"(8805, 15690)",6080.0,201,3404,1415227
HGR0000142_T0_matrix.h5,0.9541,"(7891, 15696)",7336.0,"(7529, 15696)",7336.0,200,3562,1422756
HGR0000094_T0_matrix.h5,0.9601,"(4590, 15256)",5911.0,"(4407, 15256)",5911.0,200,3722,1427163
HGR0000069_T1_matrix.h5,0.9361,"(6980, 15573)",4455.0,"(6534, 15573)",4455.0,200,3502,1433697
HGR0000124_T1_matrix.h5,0.908,"(5966, 15538)",6395.0,"(5417, 15538)",6395.0,200,3591,1439114
HGR0000391_T0_matrix.h5,0.9591,"(9291, 15873)",6418.0,"(8911, 15873)",6418.0,201,3870,1448025
HGR0000078_T0_matrix.h5,0.9766,"(899, 13440)",4731.0,"(878, 13440)",4731.0,205,3033,1448903
HGR0000110_T0_matrix.h5,0.8763,"(558, 13316)",7530.0,"(489, 13316)",7530.0,202,3893,1449392
HGR0000395_T0_matrix.h5,0.9447,"(5624, 15566)",6475.0,"(5313, 15566)",6475.0,200,3701,1454705
HDML_HC_matrix.h5,0.9536,"(9618, 15973)",5560.0,"(9172, 15973)",5560.0,201,3587,1463877
HGR0000392_T3_matrix.h5,0.9675,"(7957, 15606)",4275.0,"(7698, 15606)",4275.0,201,3581,1471575
HGR0000042_T1_matrix.h5,0.9721,"(6639, 15454)",7128.0,"(6454, 15454)",7128.0,200,3327,1478029
HGR0000137_T0_matrix.h5,0.9631,"(1980, 14172)",5456.0,"(1907, 14172)",5456.0,200,3455,1479936
HGR0000092_T1_matrix.h5,0.9006,"(6429, 15623)",4856.0,"(5790, 15623)",4856.0,200,3508,1485726
CHI014_HC_matrix.h5,0.9619,"(25977, 16819)",5275.0,"(24986, 16819)",5275.0,200,3695,1510712
HGR0000069_T2_matrix.h5,0.9509,"(5942, 15378)",7449.0,"(5650, 15378)",7449.0,200,3498,1516362
Mela20_matrix.h5,1.0,"(1894, 11913)",68.0,"(1894, 11913)",68.0,200,1182,1518256
Mela26_matrix.h5,1.0,"(2650, 12208)",68.0,"(2650, 12208)",68.0,200,1075,1520906
Mela13_matrix.h5,1.0,"(1848, 11341)",63.0,"(1848, 11341)",63.0,200,968,1522754
Mela28_matrix.h5,1.0,"(3544, 12760)",80.0,"(3544, 12760)",80.0,200,1272,1526298
Mela16_matrix.h5,1.0,"(2470, 12095)",66.0,"(2470, 12095)",66.0,200,1204,1528768
Mela24_matrix.h5,1.0,"(2141, 12243)",138.0,"(2141, 12243)",138.0,200,1097,1530909
Mela27_matrix.h5,1.0,"(1690, 11819)",111.0,"(1690, 11819)",111.0,201,1187,1532599
Mela23_matrix.h5,1.0,"(1036, 11413)",133.0,"(1036, 11413)",133.0,200,1231,1533635
Mela11_matrix.h5,1.0,"(4426, 12635)",51.0,"(4426, 12635)",51.0,200,1246,1538061
Mela17_matrix.h5,1.0,"(3764, 12585)",61.0,"(3764, 12585)",61.0,200,1072,1541825
Mela12_matrix.h5,1.0,"(2343, 12098)",128.0,"(2343, 12098)",128.0,200,1185,1544168
Mela31_matrix.h5,1.0,"(4532, 12770)",141.0,"(4532, 12770)",141.0,200,1154,1548700
Mela29_matrix.h5,1.0,"(3416, 12966)",103.0,"(3416, 12966)",103.0,200,1146,1552116
Mela30_matrix.h5,1.0,"(341, 9513)",45.0,"(341, 9513)",45.0,202,713,1552457
Mela3_matrix.h5,1.0,"(1337, 11544)",63.0,"(1337, 11544)",63.0,200,1370,1553794
Mela25_matrix.h5,1.0,"(3138, 12195)",154.0,"(3138, 12195)",154.0,200,995,1556932
Mela21_matrix.h5,1.0,"(1600, 11735)",101.0,"(1600, 11735)",101.0,200,1205,1558532
Mela5_matrix.h5,1.0,"(1580, 11339)",52.0,"(1580, 11339)",52.0,200,1161,1560112
Mela10_matrix.h5,1.0,"(2746, 12778)",134.0,"(2746, 12778)",134.0,203,1332,1562858
Mela7_matrix.h5,1.0,"(888, 10984)",44.0,"(888, 10984)",44.0,200,936,1563746
Tumor_Nonimmune_matrix.h5,0.8397,"(6302, 18726)",23549.0,"(5292, 18726)",5115.0,200,10985,1569038
Tumor_Immune_matrix.h5,0.9088,"(17788, 18672)",16726.0,"(16166, 18672)",11056.0,200,7363,1585204
Patient4_matrix.h5,0.776,"(2531, 14836)",3873.0,"(1964, 14836)",3873.0,279,4083,1587168
Patient5_matrix.h5,0.8699,"(5450, 17219)",6675.0,"(4741, 17219)",6675.0,210,3841,1591909
Patient1_matrix.h5,0.8212,"(3037, 16096)",5288.0,"(2494, 16096)",5288.0,200,4117,1594403
Patient7_matrix.h5,0.6401,"(5349, 16993)",1616.0,"(3424, 16993)",1616.0,262,4639,1597827
Patient3_matrix.h5,0.9699,"(3023, 14269)",3487.0,"(2932, 14269)",3487.0,201,3006,1600759
Patient2_matrix.h5,0.9581,"(2530, 13656)",4395.0,"(2424, 13656)",4395.0,253,3366,1603183
Patient6_matrix.h5,0.9332,"(2560, 14102)",6224.0,"(2389, 14102)",6224.0,219,3431,1605572
HFA570_matrix.h5,0.8926,"(8181, 15103)",5306.0,"(7302, 15103)",5306.0,497,2962,1612874
HFA571_matrix.h5,0.8406,"(5245, 14198)",8087.0,"(4409, 14198)",8087.0,505,2963,1617283
HFA567_matrix.h5,0.904,"(9628, 14871)",7420.0,"(8704, 14871)",7420.0,499,2960,1625987
NSC1_matrix.h5,0.7424,"(1021, 13775)",796.0,"(758, 13775)",796.0,521,2951,1626745
RL1613_2y_a_matrix.h5,0.9375,"(5004, 17342)",421.0,"(4691, 17342)",220.0,338,4843,1631436
RL2122_10m_matrix.h5,0.5546,"(6698, 18441)",741.0,"(3715, 18441)",116.0,324,8022,1635151
RL2104_4m_matrix.h5,0.4871,"(6104, 19036)",4057.0,"(2973, 19036)",1716.0,346,9921,1638124
RL2106_6y_matrix.h5,0.6243,"(10081, 18996)",4416.0,"(6294, 18996)",825.0,310,8223,1644418
RL2127_12y_matrix.h5,0.633,"(7611, 18717)",8016.0,"(4818, 18717)",741.0,280,10165,1649236
RL2131_17y_matrix.h5,0.7352,"(8065, 18905)",7539.0,"(5929, 18905)",772.0,252,9402,1655165
RL2128_20y_b_matrix.h5,0.7885,"(8764, 18761)",4913.0,"(6910, 18761)",1022.0,225,9011,1662075
RL2103_ga22_matrix.h5,0.6398,"(11660, 18801)",6134.0,"(7460, 18801)",988.0,370,9163,1669535
RL2108_6m_matrix.h5,0.6412,"(12132, 18638)",1552.0,"(7779, 18638)",673.0,282,6301,1677314
RL2102_16y_matrix.h5,0.6735,"(7609, 18419)",1710.0,"(5125, 18419)",437.0,384,6807,1682439
RL2432_5mth_organoid_matrix.h5,0.6434,"(1573, 17880)",6177.0,"(1012, 17880)",1010.0,284,8073,1683451
RL2124_40y_matrix.h5,0.6134,"(7367, 18314)",809.0,"(4519, 18314)",275.0,331,7763,1687970
RL2132_25y_matrix.h5,0.5994,"(7089, 18795)",5591.0,"(4249, 18795)",916.0,301,8678,1692219
RL2123_20y_a_matrix.h5,0.8646,"(7383, 18135)",1407.0,"(6383, 18135)",425.0,380,8856,1698602
RL1612_2m_matrix.h5,0.8545,"(7968, 18199)",700.0,"(6809, 18199)",498.0,360,5402,1705411
RL2100_3m_matrix.h5,0.6125,"(9820, 18573)",770.0,"(6015, 18573)",527.0,382,7875,1711426
RL2126_10y_b_matrix.h5,0.6059,"(4336, 18602)",5857.0,"(2627, 18602)",704.0,298,12237,1714053
RL1786_2y_b_filtered_feature_bc_matrix.h5,0.397,"(2431, 18303)",3451.0,"(965, 18303)",517.0,264,8714,1715018
RL2110_10y_a_matrix.h5,0.5588,"(1174, 18031)",8026.0,"(656, 18031)",578.0,387,10688,1715674
RL2130_14y_matrix.h5,0.5184,"(2639, 18292)",6818.0,"(1368, 18292)",506.0,266,9862,1717042
RL2986_1y_c_matrix.h5,0.7564,"(4109, 18011)",332.0,"(3108, 18011)",221.0,401,5940,1720150
RL2105_1y_b_matrix.h5,0.5503,"(6680, 18861)",4143.0,"(3676, 18861)",737.0,376,8748,1723826
RL2107_ga24_matrix.h5,0.4883,"(10809, 18823)",2264.0,"(5278, 18823)",1253.0,232,7035,1729104
RL1777_1m_matrix.h5,0.5188,"(11040, 19005)",3053.0,"(5728, 19005)",1039.0,346,7621,1734832
RL2340_9mth_organoid_matrix.h5,0.133,"(1173, 18001)",26805.0,"(156, 18001)",1624.0,298,7041,1734988
RL2987_1y_d_matrix.h5,0.8845,"(6597, 18384)",766.0,"(5835, 18384)",766.0,273,4884,1740823
RL2125_1y_a_matrix.h5,0.4646,"(6076, 18444)",1874.0,"(2823, 18444)",1092.0,361,7658,1743646
RL2121_ga34_matrix.h5,0.672,"(8431, 18265)",373.0,"(5666, 18265)",171.0,402,6201,1749312
RL2129_3y_matrix.h5,0.9343,"(3789, 17293)",1245.0,"(3540, 17293)",674.0,211,7067,1752852
RL1614_8y_matrix.h5,0.8486,"(5421, 17725)",706.0,"(4600, 17725)",464.0,357,5386,1757452
RL2290_12mth_organoid_matrix.h5,0.7639,"(3295, 18334)",4057.0,"(2517, 18334)",1824.0,226,8010,1759969
Colon_MGI_241_matrix.h5,0.6192,"(4719, 18540)",37105.0,"(2922, 18540)",31899.0,200,10189,1762891
Colon_MGI_151_matrix.h5,0.8221,"(15275, 18956)",29003.0,"(12558, 18956)",29003.0,200,8477,1775449
Colon_MGI_121_matrix.h5,0.7877,"(7216, 18589)",45026.0,"(5684, 18589)",45026.0,200,8985,1781133
Colon_MGI_152_matrix.h5,0.8735,"(15828, 18821)",15725.0,"(13826, 18821)",13327.0,200,7187,1794959
Colon_MGI_291_matrix.h5,0.8937,"(6671, 18249)",12530.0,"(5962, 18249)",12503.0,200,8184,1800921
Colon_MGI_111_matrix.h5,0.7835,"(1487, 17069)",50964.0,"(1165, 17069)",20331.0,200,8851,1802086
Colon_MGI_252_matrix.h5,0.8598,"(6642, 18362)",17818.0,"(5711, 18362)",17818.0,200,7968,1807797
Colon_MGI_301_matrix.h5,0.9196,"(4318, 17771)",15784.0,"(3971, 17771)",15784.0,200,7541,1811768
Colon_MGI_253_matrix.h5,0.7324,"(9357, 19112)",17407.0,"(6853, 19112)",17407.0,200,9174,1818621
Colon_MGI_122_matrix.h5,0.8158,"(7383, 18735)",25458.0,"(6023, 18735)",24290.0,200,8416,1824644
Colon_MGI_213_matrix.h5,0.7994,"(7184, 18378)",25403.0,"(5743, 18378)",17152.0,200,8328,1830387
Colon_MGI_243_matrix.h5,0.7635,"(6737, 17889)",23474.0,"(5144, 17889)",23474.0,200,8201,1835531
Colon_MGI_233_matrix.h5,0.8846,"(10290, 18037)",8009.0,"(9103, 18037)",8009.0,200,7480,1844634
Colon_MGI_281_matrix.h5,0.9196,"(3198, 17309)",25433.0,"(2941, 17309)",25433.0,200,7723,1847575
Colon_MGI_211_matrix.h5,0.6184,"(1334, 17429)",9586.0,"(825, 17429)",2446.0,226,9559,1848400
Colon_MGI_312_matrix.h5,0.9779,"(6338, 17360)",15752.0,"(6198, 17360)",15752.0,200,4928,1854598
Colon_MGI_112_matrix.h5,0.8452,"(4956, 17772)",16614.0,"(4189, 17772)",13879.0,200,7459,1858787
Colon_172_matrix.h5,0.9311,"(6185, 17835)",11011.0,"(5759, 17835)",10970.0,200,6926,1864546
Colon_MGI_191_matrix.h5,0.7813,"(8589, 19231)",13548.0,"(6711, 19231)",12116.0,200,9445,1871257
Colon_MGI_283_matrix.h5,0.6994,"(6087, 18943)",17204.0,"(4257, 18943)",14680.0,200,9936,1875514
Colon_MGI_303_matrix.h5,0.8486,"(8941, 18473)",18943.0,"(7587, 18473)",18943.0,200,8527,1883101
Colon_MGI_192_matrix.h5,0.9331,"(5422, 17841)",15727.0,"(5059, 17841)",15727.0,200,6091,1888160
Colon_MGI_251_matrix.h5,0.7931,"(7901, 18828)",27105.0,"(6266, 18828)",27105.0,200,8398,1894426
Colon_MGI_292_matrix.h5,0.9048,"(4927, 17597)",9544.0,"(4458, 17597)",8803.0,200,6914,1898884
Colon_MGI_323_matrix.h5,0.888,"(13407, 19322)",14512.0,"(11905, 19322)",14512.0,200,9055,1910789
Colon_MGI_282_matrix.h5,0.921,"(8726, 17942)",10373.0,"(8037, 17942)",8601.0,200,7573,1918826
Colon_MGI_272_matrix.h5,0.8627,"(6805, 17668)",21659.0,"(5871, 17668)",21659.0,200,7669,1924697
Colon_MGI_313_matrix.h5,0.47,"(3779, 17845)",9671.0,"(1776, 17845)",9671.0,200,8630,1926473
Colon_MGI_321_matrix.h5,0.913,"(8472, 17952)",14160.0,"(7735, 17952)",14160.0,200,7223,1934208
Colon_MGI_311_matrix.h5,0.7182,"(11092, 18242)",16300.0,"(7966, 18242)",15757.0,200,7228,1942174
Colon_MGI_271_matrix.h5,0.8194,"(6422, 18278)",35323.0,"(5262, 18278)",34410.0,200,8216,1947436
Colon_MGI_261_matrix.h5,0.633,"(4899, 17899)",10273.0,"(3101, 17899)",6067.0,200,9604,1950537
Colon_MGI_322_matrix.h5,0.9321,"(9211, 18130)",10987.0,"(8586, 18130)",10915.0,200,7170,1959123
Colon_MGI_141_matrix.h5,0.8722,"(7810, 17780)",22360.0,"(6812, 17780)",22360.0,200,6296,1965935
Colon_171_matrix.h5,0.968,"(4152, 17155)",13614.0,"(4019, 17155)",13614.0,200,5464,1969954
Colon_182_matrix.h5,0.9763,"(6212, 17723)",4022.0,"(6065, 17723)",3671.0,200,6104,1976019
Colon_181_matrix.h5,0.7728,"(7638, 18029)",16944.0,"(5903, 18029)",16944.0,201,7396,1981922
Colon_MGI_302_matrix.h5,0.9268,"(5423, 17695)",8869.0,"(5026, 17695)",8869.0,200,6076,1986948
Colon_MGI_333_matrix.h5,0.6869,"(6735, 18302)",15664.0,"(4626, 18302)",15664.0,200,9647,1991574
Colon_MGI_273_matrix.h5,0.5265,"(6950, 18930)",26586.0,"(3659, 18930)",26586.0,200,9782,1995233
Proband_matrix.h5,0.981,"(5910, 14895)",766.0,"(5798, 14895)",748.0,214,2743,2001031
Father_matrix.h5,0.9657,"(8449, 15352)",1073.0,"(8159, 15352)",1073.0,220,2824,2009190
Control2_matrix.h5,0.9499,"(7029, 15247)",2454.0,"(6677, 15247)",2454.0,205,2999,2015867
Mother_matrix.h5,0.9829,"(5623, 14777)",3525.0,"(5527, 14777)",3525.0,221,2695,2021394
Control1_matrix.h5,0.9629,"(4262, 14384)",2638.0,"(4104, 14384)",2638.0,216,2807,2025498
