,idx
AUP1,1533
AURKA,1534
AURKAIP1,1535
AURKB,1536
AURKC,1537
AUTS2,1538
AVEN,1539
AVIL,1540
AVL9,1541
AVP,1542
AVPI1,1543
AVPR1A,1544
AVPR1B,1545
AVPR1B-DT,1546
AVPR2,1547
AWAT1,1548
AWAT2,1549
AXDND1,1550
AXIN1,1551
AXIN2,1552
AXL,1553
AZGP1,1554
AZI2,1555
AZIN1,1556
AZIN2,1557
AZU1,1558
B2M,1559
B3GALNT1,1560
B3GALNT2,1561
B3GALT1,1562
B3GALT1-AS1,1563
B3GALT2,1564
B3GALT4,1565
B3GALT5,1566
B3GALT5-AS1,1567
B3GALT6,1568
B3GALT9,1569
B3GAT1,1570
B3GAT1-DT,1571
B3GAT2,1572
B3GAT3,1573
B3GLCT,1574
B3GNT2,1575
B3GNT3,1576
B3GNT4,1577
B3GNT5,1578
B3GNT6,1579
B3GNT7,1580
B3GNT8,1581
B3GNT9,1582
B3GNTL1,1583
B4GALNT1,1584
B4GALNT2,1585
B4GALNT3,1586
B4GALNT4,1587
B4GALT1,1588
B4GALT1-AS1,1589
B4GALT2,1590
B4GALT3,1591
B4GALT4,1592
B4GALT4-AS1,1593
B4GALT5,1594
B4GALT6,1595
B4GALT7,1596
B4GAT1,1597
B4GAT1-DT,1598
B9D1,1599
B9D2,1600
BAALC,1601
BAALC-AS1,1602
BAALC-AS2,1603
BAAT,1604
BABAM1,1605
BABAM2,1606
BABAM2-AS1,1607
BACE1,1608
BACE1-AS,1609
BACE2,1610
BACE2-IT1,1611
BACH1,1612
BACH1-AS1,1613
BACH1-IT1,1614
BACH1-IT2,1615
BACH1-IT3,1616
BACH2,1617
BAD,1618
BAG1,1619
BAG2,1620
BAG3,1621
BAG4,1622
BAG5,1623
BAG6,1624
BAGE,1625
BAGE3,1626
BAGE4,1627
BAGE5,1628
BAHCC1,1629
BAHD1,1630
BAIAP2,1631
BAIAP2-DT,1632
BAIAP2L1,1633
BAIAP2L2,1634
BAIAP3,1635
BAK1,1636
BALR6,1637
BAMBI,1638
BANCR,1639
BANF1,1640
BANF2,1641
BANK1,1642
BANP,1643
BAP1,1644
BARD1,1645
BARHL1,1646
BARHL2,1647
BARX1,1648
BARX1-DT,1649
BARX2,1650
BASP1,1651
BASP1-AS1,1652
BATF,1653
BATF2,1654
BATF3,1655
BAX,1656
BAZ1A,1657
BAZ1A-AS1,1658
BAZ1B,1659
BAZ2A,1660
BAZ2B,1661
BAZ2B-AS1,1662
BBC3,1663
BBIP1,1664
BBLN,1665
BBOF1,1666
BBOX1,1667
BBOX1-AS1,1668
BBS1,1669
BBS2,1670
BBS4,1671
BBS5,1672
BBS7,1673
BBS7-DT,1674
BBS9,1675
BBS10,1676
BBS12,1677
BBX,1678
BCAM,1679
BCAN,1680
BCAN-AS1,1681
BCAP29,1682
BCAP31,1683
BCAR1,1684
BCAR3,1685
BCAR3-AS1,1686
BCAR4,1687
BCAS1,1688
BCAS2,1689
BCAS3,1690
BCAS3-AS1,1691
BCAS4,1692
BCAT1,1693
BCAT2,1694
BCCIP,1695
BCDIN3D,1696
BCDIN3D-AS1,1697
BCHE,1698
BCKDHA,1699
BCKDHB,1700
BCKDK,1701
BCL2,1702
BCL2A1,1703
BCL2L1,1704
BCL2L1-AS1,1705
BCL2L2,1706
BCL2L2-PABPN1,1707
BCL2L10,1708
BCL2L11,1709
BCL2L12,1710
BCL2L13,1711
BCL2L14,1712
BCL2L15,1713
BCL3,1714
BCL6,1715
BCL6-AS1,1716
BCL6B,1717
BCL7A,1718
BCL7B,1719
BCL7C,1720
BCL9,1721
BCL9L,1722
BCL10,1723
BCL10-AS1,1724
BCL11A,1725
BCL11B,1726
BCLAF1,1727
BCLAF3,1728
BCO1,1729
BCO2,1730
BCOR,1731
BCORL1,1732
BCR,1733
BCS1L,1734
BCYRN1,1735
BDH1,1736
BDH2,1737
BDKRB1,1738
BDKRB2,1739
BDNF,1740
BDNF-AS,1741
BDP1,1742
BEAN1,1743
BEAN1-AS1,1744
BECN1,1745
BECN2,1746
BEGAIN,1747
BEND2,1748
BEND3,1749
BEND4,1750
BEND5,1751
BEND6,1752
BEND7,1753
BEST1,1754
BEST2,1755
BEST3,1756
BEST4,1757
BET1,1758
BET1-AS1,1759
BET1L,1760
BEX1,1761
BEX2,1762
BEX3,1763
BEX4,1764
BEX5,1765
BFAR,1766
BFSP1,1767
BFSP2,1768
BFSP2-AS1,1769
BGLAP,1770
BGLT3,1771
BGN,1772
BHLHA9,1773
BHLHA15,1774
BHLHE22,1775
BHLHE22-AS1,1776
BHLHE23,1777
BHLHE40,1778
BHLHE40-AS1,1779
BHLHE41,1780
BHMT,1781
BHMT2,1782
BICC1,1783
BICD1,1784
BICD1-AS1,1785
BICD2,1786
BICDL1,1787
BICDL2,1788
BICRA,1789
BICRA-AS1,1790
BICRA-AS2,1791
BICRAL,1792
BID,1793
BIK,1794
BIN1,1795
BIN2,1796
BIN3,1797
BIN3-IT1,1798
BIRC2,1799
BIRC3,1800
BIRC5,1801
BIRC6,1802
BIRC6-AS1,1803
BIRC6-AS2,1804
BIRC7,1805
BIRC8,1806
BISPR,1807
BIVM,1808
BIVM-ERCC5,1809
BLACAT1,1810
BLACE,1811
BLCAP,1812
BLID,1813
BLK,1814
BLM,1815
BLMH,1816
BLNK,1817
BLOC1S1,1818
BLOC1S2,1819
BLOC1S3,1820
BLOC1S4,1821
BLOC1S5,1822
BLOC1S5-TXNDC5,1823
BLOC1S6,1824
BLTP1,1825
BLTP2,1826
BLTP3A,1827
BLTP3B,1828
BLVRA,1829
BLVRB,1830
BLZF1,1831
BMAL1,1832
BMAL2,1833
BMAL2-AS1,1834
BMERB1,1835
BMF,1836
BMF-AS1,1837
BMI1,1838
BMP1,1839
BMP2,1840
BMP2K,1841
BMP2K-DT,1842
BMP3,1843
BMP4,1844
BMP5,1845
BMP6,1846
BMP7,1847
BMP7-AS1,1848
BMP8A,1849
BMP8B,1850
BMP8B-AS1,1851
BMP10,1852
BMP15,1853
BMPER,1854
BMPR1A,1855
BMPR1B,1856
BMPR1B-DT,1857
BMPR2,1858
BMS1,1859
BMS1P4-AGAP5,1860
BMT2,1861
BMX,1862
BNAT1,1863
BNC1,1864
BNC2,1865
BNC2-AS1,1866
BNIP1,1867
BNIP2,1868
BNIP3,1869
BNIP3L,1870
BNIP5,1871
BNIPL,1872
BOC,1873
BOD1,1874
BOD1L1,1875
BOD1L2,1876
BOK,1877
BOK-AS1,1878
BOLA1,1879
BOLA2,1880
BOLA2-SMG1P6,1881
BOLA2B,1882
BOLA3,1883
BOLA3-DT,1884
BOLL,1885
BOP1,1886
BORA,1887
BORCS5,1888
BORCS6,1889
BORCS7,1890
BORCS7-ASMT,1891
BORCS8,1892
BORCS8-MEF2B,1893
BPESC1,1894
BPGM,1895
BPHL,1896
BPI,1897
BPIFA1,1898
BPIFA2,1899
BPIFA3,1900
BPIFB1,1901
BPIFB2,1902
BPIFB3,1903
BPIFB4,1904
BPIFB6,1905
BPIFC,1906
BPNT1,1907
BPNT2,1908
BPTF,1909
BPY2,1910
BPY2B,1911
BPY2C,1912
BRAF,1913
BRAP,1914
BRAT1,1915
BRCA1,1916
BRCA2,1917
BRCC3,1918
BRD1,1919
BRD2,1920
BRD3,1921
BRD3OS,1922
BRD4,1923
BRD7,1924
BRD8,1925
BRD9,1926
BRDT,1927
BRF1,1928
BRF2,1929
BRI3,1930
BRI3BP,1931
BRICD5,1932
BRINP1,1933
BRINP2,1934
BRINP3,1935
BRINP3-DT,1936
BRIP1,1937
BRIX1,1938
BRK1,1939
BRME1,1940
BRMS1,1941
BRMS1L,1942
BROX,1943
BRPF1,1944
BRPF3,1945
BRPF3-AS1,1946
BRS3,1947
BRSK1,1948
BRSK2,1949
BRWD1,1950
BRWD1-AS1,1951
BRWD1-AS2,1952
BRWD1-IT1,1953
BRWD3,1954
BSCL2,1955
BSDC1,1956
BSG,1957
BSG-AS1,1958
BSN,1959
BSN-AS1,1960
BSN-DT,1961
BSND,1962
BSPH1,1963
BSPRY,1964
BST1,1965
BST2,1966
BSX,1967
BTAF1,1968
BTBD1,1969
BTBD2,1970
BTBD3,1971
BTBD3-AS1,1972
BTBD6,1973
BTBD7,1974
BTBD8,1975
BTBD9,1976
BTBD9-AS1,1977
BTBD10,1978
BTBD16,1979
BTBD17,1980
BTBD18,1981
BTBD19,1982
BTC,1983
BTD,1984
BTF3,1985
BTF3-DT,1986
BTF3L4,1987
BTG1,1988
BTG1-DT,1989
BTG2,1990
BTG2-DT,1991
BTG3,1992
BTG3-AS1,1993
BTG4,1994
BTK,1995
BTLA,1996
BTN1A1,1997
BTN2A1,1998
BTN2A2,1999
BTN3A1,2000
BTN3A2,2001
BTN3A3,2002
BTNL2,2003
BTNL3,2004
BTNL8,2005
BTNL9,2006
BTRC,2007
BUB1,2008
BUB1B,2009
BUB1B-PAK6,2010
BUB3,2011
BUD13,2012
BUD13-DT,2013
BUD23,2014
BUD31,2015
BVES,2016
BVES-AS1,2017
BYSL,2018
BZW1,2019
BZW1-AS1,2020
BZW2,2021
C1D,2022
C1GALT1,2023
C1GALT1C1,2024
C1GALT1C1L,2025
C1orf21,2026
C1orf21-DT,2027
C1orf35,2028
C1orf43,2029
C1orf50,2030
C1orf50-AS1,2031
C1orf52,2032
C1orf53,2033
C1orf54,2034
C1orf56,2035
C1orf68,2036
KPLCE,2036
C1orf74,2037
C1orf87,2038
C1orf94,2039
C1orf100,2040
SPMIP3,2040
C1orf105,2041
C1orf109,2042
AIRIM,2042
C1orf115,2043
C1orf116,2044
C1orf122,2045
C1orf127,2046
C1orf131,2047
C1orf141,2048
C1orf146,2049
C1orf159,2050
C1orf162,2051
C1orf167,2052
C1orf167-AS1,2053
C1orf174,2054
C1orf185,2055
C1orf198,2056
C1orf210,2057
C1orf216,2058
C1orf220,2059
C1orf226,2060
C1orf232,2061
C1QA,2062
C1QB,2063
C1QBP,2064
C1QC,2065
C1QL1,2066
C1QL2,2067
C1QL3,2068
C1QL4,2069
C1QTNF1,2070
C1QTNF1-AS1,2071
C1QTNF2,2072
C1QTNF3,2073
C1QTNF3-AMACR,2074
C1QTNF4,2075
C1QTNF5,2076
C1QTNF6,2077
C1QTNF7,2078
C1QTNF7-AS1,2079
C1QTNF8,2080
C1QTNF9,2081
C1QTNF9-AS1,2082
C1QTNF9B,2083
C1QTNF12,2084
C1R,2085
C1RL,2086
C1RL-AS1,2087
C1S,2088
C2,2089
C2-AS1,2090
C2CD2,2091
C2CD2L,2092
C2CD3,2093
C2CD4A,2094
C2CD4B,2095
C2CD4C,2096
C2CD4D,2097
C2CD4D-AS1,2098
C2CD5,2099
C2CD5-AS1,2100
C2CD6,2101
C2orf15,2102
C2orf16,2103
SPATA31H1,2103
C2orf27A,2104
C2orf42,2105
C2orf49,2106
C2orf49-DT,2107
C2orf50,2108
C2orf66,2109
C2orf68,2110
C2orf69,2111
C2orf72,2112
C2orf73,2113
C2orf74,2114
C2orf74-AS1,2115
C2orf74-DT,2116
C2orf76,2117
C2orf78,2118
C2orf80,2119
C2orf81,2120
C2orf83,2121
C2orf88,2122
C2orf92,2123
C3,2124
C3AR1,2125
C3orf14,2126
CEP15,2126
C3orf18,2127
C3orf20,2128
C3orf22,2129
C3orf33,2130
C3orf36,2131
C3orf38,2132
C3orf49,2133
C3orf52,2134
C3orf62,2135
C3orf70,2136
C3orf80,2137
C3orf84,2138
C3orf85,2139
C4A,2140
C4A-AS1,2141
C4B,2142
C4B-AS1,2143
C4BPA,2144
C4BPB,2145
C4orf3,2146
C4orf17,2147
C4orf19,2148
C4orf33,2149
C4orf36,2150
C4orf45,2151
SPMIP2,2151
C4orf46,2152
C4orf47,2153
CFAP96,2153
C4orf48,2154
NICOL1,2154
C4orf50,2155
C4orf51,2156
C4orf54,2157
C5,2158
C5-OT1,2159
C5AR1,2160
C5AR2,2161
C5orf15,2162
C5orf22,2163
C5orf24,2164
C5orf34,2165
C5orf34-AS1,2166
C5orf46,2167
C5orf47,2168
C5orf52,2169
C5orf58,2170
C5orf60,2171
C5orf63,2172
C5orf64,2173
LINC03122,2173
C5orf64-AS1,2174
LINC03123,2174
C5orf67,2175
C6,2176
C6orf15,2177
C6orf47,2178
C6orf47-AS1,2179
C6orf52,2180
C6orf58,2181
C6orf62,2182
C6orf89,2183
C6orf118,2184
C6orf120,2185
C6orf132,2186
C6orf136,2187
C6orf141,2188
C6orf163,2189
C6orf226,2190
C7,2191
C7orf25,2192
C7orf31,2193
SPMIP4,2193
C7orf33,2194
C7orf50,2195
C7orf57,2196
C8A,2197
C8B,2198
C8G,2199
C8orf17,2200
C8orf33,2201
C8orf34,2202
C8orf34-AS1,2203
C8orf44,2204
C8orf44-SGK3,2205
C8orf48,2206
C8orf58,2207
C8orf74,2208
C8orf76,2209
C8orf82,2210
C8orf88,2211
C8orf89,2212
C9,2213
C9orf24,2214
SPMIP6,2214
C9orf40,2215
C9orf43,2216
C9orf50,2217
C9orf57,2218
C9orf72,2219
C9orf78,2220
C9orf85,2221
C9orf131,2222
SPATA31G1,2222
C9orf152,2223
C9orf153,2224
C9orf163,2225
C10orf53,2226
C10orf55,2227
C10orf62,2228
C10orf67,2229
C10orf67-AS1,2230
C10orf71,2231
C10orf71-AS1,2232
C10orf82,2233
SPMIP5,2233
C10orf88,2234
C10orf90,2235
C10orf95,2236
C10orf95-AS1,2237
C10orf105,2238
C10orf120,2239
C10orf126,2240
C10orf143,2241
C11orf16,2242
C11orf21,2243
C11orf24,2244
C11orf40,2245
C11orf42,2246
C11orf52,2247
C11orf54,2248
C11orf58,2249
C11orf65,2250
C11orf68,2251
C11orf71,2252
C11orf80,2253
TOP6BL,2253
C11orf86,2254
C11orf87,2255
C11orf91,2256
C11orf96,2257
C11orf97,2258
C11orf98,2259
C12orf4,2260
C12orf40,2261
REDIC1,2261
C12orf42,2262
C12orf43,2263
C12orf50,2264
C12orf54,2265
C12orf56,2266
C12orf57,2267
C12orf60,2268
C12orf71,2269
C12orf75,2270
C12orf75-AS1,2271
C12orf76,2272
C13orf42,2273
C13orf46,2274
C14orf28,2275
C14orf39,2276
C14orf93,2277
C14orf119,2278
C14orf132,2279
C14orf178,2280
C14orf180,2281
C15orf32,2282
C15orf39,2283
C15orf40,2284
C15orf48,2285
C15orf61,2286
C15orf62,2287
C16orf46,2288
C16orf54,2289
C16orf74,2290
C16orf78,2291
C16orf82,2292
C16orf86,2293
C16orf87,2294
C16orf89,2295
C16orf90,2296
C16orf92,2297
C16orf95,2298
C16orf95-DT,2299
C16orf96,2300
C17orf49,2301
C17orf50,2302
C17orf58,2303
C17orf67,2304
C17orf75,2305
C17orf78,2306
C17orf80,2307
C17orf98,2308
SPMAP1,2308
C17orf99,2309
C17orf100,2310
C17orf107,2311
C17orf113,2312
C17orf114,2313
C18orf21,2314
C18orf32,2315
C18orf54,2316
C18orf63,2317
C19orf12,2318
C19orf18,2319
C19orf25,2320
C19orf33,2321
C19orf38,2322
C19orf44,2323
C19orf47,2324
C19orf53,2325
C19orf67,2326
C19orf73,2327
C19orf81,2328
C19orf84,2329
C19orf85,2330
C20orf85,2331
CIMIP1,2331
C20orf96,2332
C20orf141,2333
C20orf144,2334
C20orf173,2335
C20orf202,2336
C20orf203,2337
C20orf204,2338
C21orf58,2339
C21orf62,2340
EPCIP,2340
C21orf62-AS1,2341
EPCIP-AS1,2341
C21orf91,2342
C21orf91-OT1,2343
C21orf140,2344
C22orf15,2345
C22orf23,2346
C22orf31,2347
C22orf39,2348
C22orf42,2349
CA1,2350
CA2,2351
CA3,2352
CA3-AS1,2353
CA4,2354
CA5A,2355
CA5B,2356
CA6,2357
CA7,2358
CA8,2359
CA9,2360
CA10,2361
CA11,2362
CA12,2363
CA13,2364
CA14,2365
CAAP1,2366
CAB39,2367
CAB39L,2368
CABCOCO1,2369
CABIN1,2370
CABLES1,2371
CABLES2,2372
CABP1,2373
CABP1-DT,2374
CABP2,2375
CABP4,2376
CABP5,2377
CABP7,2378
CABS1,2379
CABYR,2380
CACFD1,2381
CACHD1,2382
CACNA1A,2383
CACNA1B,2384
CACNA1C,2385
CACNA1C-AS1,2386
CACNA1C-AS2,2387
CACNA1C-AS3,2388
CACNA1C-AS4,2389
CACNA1C-IT1,2390
CACNA1C-IT3,2391
CACNA1D,2392
CACNA1E,2393
CACNA1F,2394
CACNA1G,2395
CACNA1G-AS1,2396
CACNA1H,2397
CACNA1I,2398
CACNA1S,2399
CACNA2D1,2400
CACNA2D1-AS1,2401
CACNA2D2,2402
CACNA2D3,2403
CACNA2D3-AS1,2404
CACNA2D4,2405
CACNB1,2406
CACNB2,2407
CACNB3,2408
CACNB4,2409
CACNG1,2410
CACNG2,2411
CACNG3,2412
CACNG4,2413
CACNG5,2414
CACNG6,2415
CACNG7,2416
CACNG8,2417
CACTIN,2418
CACTIN-AS1,2419
CACUL1,2420
CACYBP,2421
CAD,2422
CADM1,2423
CADM1-AS1,2424
CADM2,2425
CADM2-AS1,2426
CADM2-AS2,2427
CADM3,2428
CADM3-AS1,2429
CADM4,2430
CADPS,2431
CADPS2,2432
CAGE1,2433
CAHM,2434
CALB1,2435
CALB2,2436
CALCA,2437
CALCB,2438
CALCOCO1,2439
CALCOCO2,2440
CALCR,2441
CALCRL,2442
CALCRL-AS1,2443
CALD1,2444
CALHM1,2445
CALHM2,2446
CALHM3,2447
CALHM4,2448
CALHM5,2449
CALHM6,2450
CALHM6-AS1,2451
CALM1,2452
CALM2,2453
CALM3,2454
CALML3,2455
CALML3-AS1,2456
CALML4,2457
CALML5,2458
CALML6,2459
CALN1,2460
CALR,2461
CALR3,2462
CALU,2463
CALY,2464
CAMK1,2465
CAMK1D,2466
CAMK1G,2467
CAMK2A,2468
CAMK2B,2469
CAMK2D,2470
CAMK2G,2471
CAMK2G-AS1,2472
CAMK2N1,2473
CAMK2N2,2474
CAMK4,2475
CAMKK1,2476
CAMKK2,2477
CAMKMT,2478
CAMKV,2479
CAMLG,2480
CAMP,2481
CAMSAP1,2482
CAMSAP1-DT,2483
CAMSAP2,2484
CAMSAP3,2485
CAMTA1,2486
CAMTA1-AS1,2487
CAMTA1-AS2,2488
CAMTA1-AS3,2489
CAMTA1-DT,2490
CAMTA1-IT1,2491
CAMTA2,2492
CAMTA2-AS1,2493
CAND1,2494
CAND2,2495
CANT1,2496
CANX,2497
CAP1,2498
CAP2,2499
CAPG,2500
CAPN1,2501
CAPN1-AS1,2502
CAPN2,2503
CAPN3,2504
CAPN5,2505
CAPN6,2506
CAPN7,2507
CAPN8,2508
CAPN9,2509
CAPN10,2510
CAPN10-DT,2511
CAPN11,2512
CAPN12,2513
CAPN13,2514
CAPN14,2515
CAPN15,2516
CAPNS1,2517
CAPNS2,2518
CAPRIN1,2519
CAPRIN2,2520
CAPS,2521
CAPS2,2522
CAPS2-AS1,2523
CAPSL,2524
CAPZA1,2525
CAPZA2,2526
CAPZA3,2527
CAPZB,2528
CARD6,2529
CARD8,2530
CARD8-AS1,2531
CARD9,2532
CARD10,2533
CARD11,2534
CARD11-AS1,2535
CARD14,2536
CARD16,2537
CARD18,2538
CARD19,2539
CARF,2540
CARHSP1,2541
CARHSP1-DT,2542
CARM1,2543
CARMAL,2544
CARMIL1,2545
CARMIL2,2546
CARMIL3,2547
CARMN,2548
CARNMT1,2549
CARNMT1-AS1,2550
CARNS1,2551
CARS1,2552
CARS1-AS1,2553
CARS2,2554
CARTPT,2555
CASC2,2556
CASC3,2557
CASC6,2558
CASC8,2559
CASC9,2560
CASC11,2561
CASC15,2562
CASC16,2563
CASC17,2564
CASC18,2565
CASC19,2566
CASC20,2567
CASC21,2568
CASC22,2569
CASC23,2570
CASD1,2571
CASK,2572
CASK-AS1,2573
CASKIN1,2574
CASKIN2,2575
CASP1,2576
CASP2,2577
CASP3,2578
CASP4,2579
CASP5,2580
CASP6,2581
CASP7,2582
CASP8,2583
CASP8AP2,2584
CASP9,2585
CASP10,2586
CASP12,2587
CASP14,2588
CASQ1,2589
CASQ2,2590
CASR,2591
CASS4,2592
CAST,2593
CASTOR1,2594
CASTOR2,2595
CASZ1,2596
CAT,2597
CATIP,2598
CATIP-AS1,2599
CATIP-AS2,2600
CATSPER1,2601
CATSPER2,2602
CATSPER3,2603
CATSPER4,2604
CATSPERB,2605
CATSPERD,2606
CATSPERE,2607
CATSPERG,2608
CATSPERZ,2609
CAV1,2610
CAV2,2611
CAV3,2612
CAVIN1,2613
CAVIN2,2614
CAVIN2-AS1,2615
CAVIN3,2616
CAVIN4,2617
CBARP,2618
CBARP-DT,2619
CBFA2T2,2620
CBFA2T3,2621
CBFB,2622
CBL,2623
CBLB,2624
CBLC,2625
CBLIF,2626
CBLL1,2627
CBLL1-AS1,2628
CBLL2,2629
CBLN1,2630
CBLN2,2631
CBLN3,2632
CBLN4,2633
CBR1,2634
CBR1-AS1,2635
CBR3,2636
CBR3-AS1,2637
CBR4,2638
CBR4-DT,2639
CBS,2640
CBX1,2641
CBX2,2642
CBX3,2643
CBX4,2644
CBX5,2645
CBX6,2646
CBX7,2647
CBX8,2648
CBY1,2649
CBY2,2650
CBY3,2651
CC2D1A,2652
CC2D1B,2653
CC2D2A,2654
CC2D2B,2655
CCAR1,2656
CCAR2,2657
CCAT1,2658
CCAT2,2659
CCBE1,2660
CCDC3,2661
CCDC6,2662
CCDC7,2663
CCDC8,2664
CCDC9,2665
CCDC9B,2666
CCDC12,2667
CCDC13,2668
CCDC13-AS1,2669
CCDC13-AS2,2670
CCDC14,2671
CCDC15,2672
CCDC15-DT,2673
CCDC17,2674
CCDC18,2675
CCDC18-AS1,2676
CCDC22,2677
CCDC24,2678
CCDC25,2679
CCDC26,2680
CCDC27,2681
CCDC28A,2682
CCDC28A-AS1,2683
CCDC28B,2684
CCDC30,2685
CCDC32,2686
CCDC33,2687
CCDC34,2688
CCDC38,2689
CCDC39,2690
CCDC39-AS1,2691
CCDC40,2692
CCDC42,2693
CCDC43,2694
CCDC47,2695
CCDC50,2696
CCDC51,2697
CCDC54,2698
CCDC54-AS1,2699
CCDC57,2700
CCDC59,2701
CCDC60,2702
CCDC61,2703
CCDC62,2704
CCDC63,2705
CCDC65,2706
CCDC66,2707
CCDC68,2708
CCDC69,2709
CCDC70,2710
CCDC71,2711
CCDC71L,2712
CCDC73,2713
CCDC74A,2714
CCDC74B,2715
CCDC77,2716
CCDC78,2717
CCDC80,2718
CCDC81,2719
CCDC82,2720
CCDC83,2721
CCDC85A,2722
CCDC85B,2723
CCDC85C,2724
CCDC86,2725
CCDC86-AS1,2726
CCDC87,2727
CCDC88A,2728
CCDC88B,2729
CCDC88C,2730
CCDC88C-DT,2731
CCDC89,2732
CCDC90B,2733
CCDC90B-AS1,2734
CCDC91,2735
CCDC92,2736
CCDC92B,2737
CCDC93,2738
CCDC96,2739
CCDC97,2740
CCDC102A,2741
CCDC102B,2742
CCDC103,2743
CCDC105,2744
TEKTL1,2744
CCDC106,2745
CCDC107,2746
CCDC110,2747
CCDC112,2748
CCDC113,2749
CCDC115,2750
CCDC116,2751
CCDC117,2752
CCDC120,2753
CCDC121,2754
CCDC122,2755
CCDC124,2756
CCDC125,2757
CCDC126,2758
CCDC127,2759
CCDC134,2760
CCDC136,2761
CCDC137,2762
CCDC138,2763
CCDC140,2764
CCDC141,2765
CCDC142,2766
CCDC144A,2767
CCDC144NL-AS1,2768
CCDC146,2769
CCDC148,2770
CCDC148-AS1,2771
CCDC149,2772
CCDC150,2773
CCDC152,2774
CCDC153,2775
CCDC154,2776
CCDC157,2777
CCDC158,2778
CCDC159,2779
CCDC160,2780
CCDC163,2781
CCDC166,2782
CCDC167,2783
CCDC168,2784
CCDC169,2785
CCDC169-SOHLH2,2786
CCDC170,2787
CCDC171,2788
CCDC172,2789
CCDC174,2790
CCDC175,2791
CCDC177,2792
CCDC178,2793
CCDC179,2794
CCDC180,2795
CCDC181,2796
CCDC182,2797
CCDC183,2798
CCDC183-AS1,2799
CCDC184,2800
CCDC185,2801
CCDC186,2802
CCDC187,2803
CCDC188,2804
CCDC190,2805
CCDC191,2806
CCDC192,2807
CCDC194,2808
CCDC195,2809
CCDC196,2810
CCDC197,2811
CCDC198,2812
CCDC200,2813
CCDC201,2814
CCDST,2815
CCEPR,2816
CCER1,2817
CCER2,2818
CCHCR1,2819
CCIN,2820
CCK,2821
CCKAR,2822
CCKBR,2823
CCL1,2824
CCL2,2825
CCL3,2826
CCL3-AS1,2827
CCL3L1,2828
CCL3L3,2829
CCL4,2830
CCL4L1,2831
CCL4L2,2832
CCL5,2833
CCL7,2834
CCL8,2835
CCL11,2836
CCL13,2837
CCL14,2838
CCL15,2839
CCL15-CCL14,2840
CCL16,2841
CCL17,2842
CCL18,2843
CCL19,2844
CCL20,2845
CCL21,2846
CCL22,2847
CCL23,2848
CCL24,2849
CCL25,2850
CCL26,2851
CCL27,2852
CCL28,2853
CCM2,2854
CCM2L,2855
CCN1,2856
CCN2,2857
CCN2-AS1,2858
CCN3,2859
CCN4,2860
CCN5,2861
CCN6,2862
CCNA1,2863
CCNA2,2864
CCNB1,2865
CCNB1IP1,2866
CCNB2,2867
CCNB3,2868
CCNC,2869
CCND1,2870
CCND2,2871
CCND2-AS1,2872
CCND3,2873
CCNDBP1,2874
CCNE1,2875
CCNE2,2876
CCNF,2877
CCNG1,2878
CCNG2,2879
CCNH,2880
CCNI,2881
CCNI2,2882
CCNJ,2883
CCNJL,2884
CCNK,2885
CCNL1,2886
CCNL2,2887
CCNO,2888
CCNO-DT,2889
CCNP,2890
CCNQ,2891
CCNT1,2892
CCNT2,2893
CCNT2-AS1,2894
CCNY,2895
CCNY-AS1,2896
CCNYL1,2897
CCP110,2898
CCPG1,2899
CCR1,2900
CCR2,2901
CCR3,2902
CCR4,2903
CCR5,2904
CCR5AS,2905
CCR6,2906
CCR7,2907
CCR8,2908
CCR9,2909
CCR10,2910
CCRL2,2911
CCS,2912
CCSAP,2913
CCSER1,2914
CCSER2,2915
CCT2,2916
CCT3,2917
CCT4,2918
CCT5,2919
CCT6A,2920
CCT6B,2921
CCT7,2922
CCT8,2923
CCT8L2,2924
CCZ1,2925
CCZ1B,2926
CD1A,2927
CD1B,2928
CD1C,2929
CD1D,2930
CD1E,2931
CD2,2932
CD2AP,2933
CD2AP-DT,2934
CD2BP2,2935
CD2BP2-DT,2936
CD3D,2937
CD3E,2938
CD3G,2939
CD4,2940
CD5,2941
CD5L,2942
CD6,2943
CD7,2944
CD8A,2945
CD8B,2946
CD8B2,2947
CD9,2948
CD14,2949
CD19,2950
CD22,2951
CD24,2952
CD27,2953
CD27-AS1,2954
CD28,2955
CD33,2956
CD34,2957
CD36,2958
CD37,2959
CD38,2960
CD40,2961
CD40LG,2962
CD44,2963
CD44-AS1,2964
CD44-DT,2965
CD46,2966
CD47,2967
CD48,2968
CD52,2969
CD53,2970
CD55,2971
CD58,2972
CD59,2973
CD63,2974
CD63-AS1,2975
CD68,2976
CD69,2977
CD70,2978
CD72,2979
CD74,2980
CD79A,2981
CD79B,2982
CD80,2983
CD81,2984
CD81-AS1,2985
CD82,2986
CD83,2987
CD84,2988
CD86,2989
CD93,2990
CD96,2991
CD99,2992
CD99L2,2993
CD101,2994
CD101-AS1,2995
CD109,2996
CD109-AS1,2997
CD151,2998
CD160,2999
CD163,3000
CD163L1,3001
CD164,3002
CD164L2,3003
CD177,3004
CD180,3005
CD200,3006
CD200R1,3007
CD200R1L,3008
CD200R1L-AS1,3009
CD207,3010
CD209,3011
CD226,3012
CD244,3013
CD247,3014
CD248,3015
CD274,3016
CD276,3017
CD300A,3018
CD300C,3019
CD300E,3020
CD300H,3021
CD300LB,3022
CD300LD,3023
CD300LD-AS1,3024
CD300LF,3025
